Smithy Test

fail 1: expected 37, got 38
    #####:  353:  if (currentPlayer < (state->numPlayers - 1)){
branch  0 never executed
branch  1 never executed
    #####:  354:    state->whoseTurn = currentPlayer + 1;//Still safe to increment
    #####:  355:  }
        -:  356:  else{
    #####:  357:    state->whoseTurn = 0;//Max player has been reached, loop back around to player 1
        -:  358:  }
        -:  359:
    #####:  360:  state->outpostPlayed = 0;
    #####:  361:  state->phase = 0;
    #####:  362:  state->numActions = 1;
    #####:  363:  state->coins = 0;
    #####:  364:  state->numBuys = 1;
    #####:  365:  state->playedCardCount = 0;
    #####:  366:  state->handCount[state->whoseTurn] = 0;
        -:  367:
        -:  368:  //int k; move to top
        -:  369:  //Next player draws hand
    #####:  370:  for (k = 0; k < 5; k++){
branch  0 never executed
branch  1 never executed
    #####:  371:    drawCard(state->whoseTurn, state);//Draw a card
    #####:  372:  }
        -:  373:
        -:  374:  //Update money
    #####:  375:  updateCoins(state->whoseTurn, state , 0);
        -:  376:
    #####:  377:  return 0;
        -:  378:}
        -:  379:
function isGameOver called 0 returned 0% blocks executed 0%
        -:  380:int isGameOver(struct gameState *state) {
        -:  381:  int i;
        -:  382:  int j;
        -:  383:
        -:  384:  //if stack of Province cards is empty, the game ends
    #####:  385:  if (state->supplyCount[province] == 0)
branch  0 never executed
branch  1 never executed
        -:  386:    {
    #####:  387:      return 1;
        -:  388:    }
        -:  389:
        -:  390:  //if three supply pile are at 0, the game ends
    #####:  391:  j = 0;
    #####:  392:  for (i = 0; i < 25; i++)
branch  0 never executed
branch  1 never executed
        -:  393:    {
    #####:  394:      if (state->supplyCount[i] == 0)
branch  0 never executed
branch  1 never executed
        -:  395:	{
    #####:  396:	  j++;
    #####:  397:	}
    #####:  398:    }
    #####:  399:  if ( j >= 3)
branch  0 never executed
branch  1 never executed
        -:  400:    {
    #####:  401:      return 1;
        -:  402:    }
        -:  403:
    #####:  404:  return 0;
    #####:  405:}
        -:  406:
function scoreFor called 0 returned 0% blocks executed 0%
        -:  407:int scoreFor (int player, struct gameState *state) {
        -:  408:
        -:  409:  int i;
    #####:  410:  int score = 0;
        -:  411:  //score from hand
    #####:  412:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  413:    {
    #####:  414:      if (state->hand[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  415:      if (state->hand[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  416:      if (state->hand[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  417:      if (state->hand[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  418:      if (state->hand[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  419:      if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
    #####:  420:    }
        -:  421:
        -:  422:  //score from discard
    #####:  423:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  424:    {
    #####:  425:      if (state->discard[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  426:      if (state->discard[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  427:      if (state->discard[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  428:      if (state->discard[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  429:      if (state->discard[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  430:      if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
    #####:  431:    }
        -:  432:
        -:  433:  //score from deck
    #####:  434:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  435:    {
    #####:  436:      if (state->deck[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  437:      if (state->deck[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  438:      if (state->deck[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  439:      if (state->deck[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  440:      if (state->deck[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  441:      if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
    #####:  442:    }
        -:  443:
    #####:  444:  return score;
        -:  445:}
        -:  446:
function getWinners called 0 returned 0% blocks executed 0%
        -:  447:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  448:  int i;
        -:  449:  int j;
        -:  450:  int highScore;
        -:  451:  int currentPlayer;
        -:  452:
        -:  453:  //get score for each player
    #####:  454:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  455:    {
        -:  456:      //set unused player scores to -9999
    #####:  457:      if (i >= state->numPlayers)
branch  0 never executed
branch  1 never executed
        -:  458:	{
    #####:  459:	  players[i] = -9999;
    #####:  460:	}
        -:  461:      else
        -:  462:	{
    #####:  463:	  players[i] = scoreFor (i, state);
        -:  464:	}
    #####:  465:    }
        -:  466:
        -:  467:  //find highest score
    #####:  468:  j = 0;
    #####:  469:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  470:    {
    #####:  471:      if (players[i] > players[j])
branch  0 never executed
branch  1 never executed
        -:  472:	{
    #####:  473:	  j = i;
    #####:  474:	}
    #####:  475:    }
    #####:  476:  highScore = players[j];
        -:  477:
        -:  478:  //add 1 to players who had less turns
    #####:  479:  currentPlayer = whoseTurn(state);
    #####:  480:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  481:    {
    #####:  482:      if ( players[i] == highScore && i > currentPlayer )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  483:	{
    #####:  484:	  players[i]++;
    #####:  485:	}
    #####:  486:    }
        -:  487:
        -:  488:  //find new highest score
    #####:  489:  j = 0;
    #####:  490:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  491:    {
    #####:  492:      if ( players[i] > players[j] )
branch  0 never executed
branch  1 never executed
        -:  493:	{
    #####:  494:	  j = i;
    #####:  495:	}
    #####:  496:    }
    #####:  497:  highScore = players[j];
        -:  498:
        -:  499:  //set winners in array to 1 and rest to 0
    #####:  500:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  501:    {
    #####:  502:      if ( players[i] == highScore )
branch  0 never executed
branch  1 never executed
        -:  503:	{
    #####:  504:	  players[i] = 1;
    #####:  505:	}
        -:  506:      else
        -:  507:	{
    #####:  508:	  players[i] = 0;
        -:  509:	}
    #####:  510:    }
        -:  511:
    #####:  512:  return 0;
        -:  513:}
        -:  514:
function drawCard called 16000 returned 100% blocks executed 100%
        -:  515:int drawCard(int player, struct gameState *state) {
        -:  516:  int count;
        -:  517:  int deckCounter;
        -:  518:
    16000:  519:  if (state->deckCount[player] <= 0) { //Deck is empty
branch  0 taken 8%
branch  1 taken 92%
        -:  520:    //Step 1 Shuffle the discard pile back into a deck
        -:  521:    int i;
        -:  522:    //Move discard to deck
   163420:  523:    for (i = 0; i < state->discardCount[player]; i++) {
branch  0 taken 98%
branch  1 taken 2%
    80378:  524:      state->deck[player][i] = state->discard[player][i];
    80378:  525:      state->discard[player][i] = -1;
    80378:  526:    }
        -:  527:
     1332:  528:    state->deckCount[player] = state->discardCount[player];
     1332:  529:    state->discardCount[player] = 0;  //Reset discard
        -:  530:
        -:  531:    //Shufffle the deck
     1332:  532:    shuffle(player, state);//Shuffle the deck up and make it so that we can draw
        -:  533:
        -:  534:    if (DEBUG) {//Debug statements
        -:  535:      printf("Deck count now: %d\n", state->deckCount[player]);
        -:  536:    }
        -:  537:
     1332:  538:    state->discardCount[player] = 0;
        -:  539:
        -:  540:    //Step 2 Draw Card
     1332:  541:    count = state->handCount[player];//Get current player's hand count
        -:  542:
        -:  543:    if (DEBUG){//Debug statements
        -:  544:      printf("Current hand count: %d\n", count);
        -:  545:    }
        -:  546:
     1332:  547:    deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  548:
     1332:  549:    if (deckCounter == 0)
branch  0 taken 76%
branch  1 taken 24%
     1006:  550:      return -1;
        -:  551:
      326:  552:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
      326:  553:    state->deckCount[player]--;
      326:  554:    state->handCount[player]++;//Increment hand count
      326:  555:  }  // End condition, deck empty
        -:  556:
        -:  557:  else {
    14668:  558:    int count = state->handCount[player];//Get current hand count for player
        -:  559:    int deckCounter;
        -:  560:    if (DEBUG){//Debug statements
        -:  561:      printf("Current hand count: %d\n", count);
        -:  562:    }
        -:  563:
    14668:  564:    deckCounter = state->deckCount[player];//Create holder for the deck count
    14668:  565:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
    14668:  566:    state->deckCount[player]--;
    14668:  567:    state->handCount[player]++;//Increment hand count
        -:  568:  }
        -:  569:
    14994:  570:  return 0;
    16000:  571:}
        -:  572:
function getCost called 0 returned 0% blocks executed 0%
        -:  573:int getCost(int cardNumber)
        -:  574:{
    #####:  575:  switch( cardNumber )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
branch 10 never executed
branch 11 never executed
branch 12 never executed
branch 13 never executed
branch 14 never executed
branch 15 never executed
branch 16 never executed
branch 17 never executed
branch 18 never executed
branch 19 never executed
branch 20 never executed
branch 21 never executed
branch 22 never executed
branch 23 never executed
branch 24 never executed
branch 25 never executed
branch 26 never executed
branch 27 never executed
        -:  576:    {
        -:  577:    case curse:
    #####:  578:      return 0;
        -:  579:    case estate:
    #####:  580:      return 2;
        -:  581:    case duchy:
    #####:  582:      return 5;
        -:  583:    case province:
    #####:  584:      return 8;
        -:  585:    case copper:
    #####:  586:      return 0;
        -:  587:    case silver:
    #####:  588:      return 3;
        -:  589:    case gold:
    #####:  590:      return 6;
        -:  591:    case adventurer:
    #####:  592:      return 6;
        -:  593:    case council_room:
    #####:  594:      return 5;
        -:  595:    case feast:
    #####:  596:      return 4;
        -:  597:    case gardens:
    #####:  598:      return 4;
        -:  599:    case mine:
    #####:  600:      return 5;
        -:  601:    case remodel:
    #####:  602:      return 4;
        -:  603:    case smithy:
    #####:  604:      return 4;
        -:  605:    case village:
    #####:  606:      return 3;
        -:  607:    case baron:
    #####:  608:      return 4;
        -:  609:    case great_hall:
    #####:  610:      return 3;
        -:  611:    case minion:
    #####:  612:      return 5;
        -:  613:    case steward:
    #####:  614:      return 3;
        -:  615:    case tribute:
    #####:  616:      return 5;
        -:  617:    case ambassador:
    #####:  618:      return 3;
        -:  619:    case cutpurse:
    #####:  620:      return 4;
        -:  621:    case embargo:
    #####:  622:      return 2;
        -:  623:    case outpost:
    #####:  624:      return 5;
        -:  625:    case salvager:
    #####:  626:      return 4;
        -:  627:    case sea_hag:
    #####:  628:      return 4;
        -:  629:    case treasure_map:
    #####:  630:      return 4;
        -:  631:    }
        -:  632:
    #####:  633:  return -1;
    #####:  634:}
        -:  635:
function cardEffect called 2000 returned 100% blocks executed 2%
        -:  636:int cardEffect(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int *bonus)
        -:  637:{
        -:  638:  int i;
        -:  639:  int j;
        -:  640:  int k;
        -:  641:  int x;
        -:  642:  int index;
     2000:  643:  int currentPlayer = whoseTurn(state);
     2000:  644:  int nextPlayer = currentPlayer + 1;
        -:  645:
     2000:  646:  int tributeRevealedCards[2] = {-1, -1};
        -:  647:  int temphand[MAX_HAND];// moved above the if statement
        -:  648:  // int drawntreasure=0;
        -:  649:  // int cardDrawn;
        -:  650:  // int z = 0;// this is the counter for the temp hand
     2000:  651:  if (nextPlayer > (state->numPlayers - 1)){
branch  0 taken 0%
branch  1 taken 100%
    #####:  652:    nextPlayer = 0;
    #####:  653:  }
        -:  654:
        -:  655:
        -:  656:  //uses switch to select card and perform actions
     2000:  657:  switch( card )
branch  0 taken 50%
branch  1 taken 0%
branch  2 taken 0%
branch  3 taken 0%
branch  4 taken 0%
branch  5 taken 0%
branch  6 taken 50%
branch  7 taken 0%
branch  8 taken 0%
branch  9 taken 0%
branch 10 taken 0%
branch 11 taken 0%
branch 12 taken 0%
branch 13 taken 0%
branch 14 taken 0%
branch 15 taken 0%
branch 16 taken 0%
branch 17 taken 0%
branch 18 taken 0%
branch 19 taken 0%
branch 20 taken 0%
        -:  658:    {
        -:  659:    case adventurer:
     1000:  660:      playAdventurer(state, currentPlayer);
     1000:  661:      return 0;
        -:  662:
        -:  663:    case council_room:
        -:  664:      //+4 Cards
    #####:  665:      for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -:  666:	{
    #####:  667:	  drawCard(currentPlayer, state);
    #####:  668:	}
        -:  669:
        -:  670:      //+1 Buy
    #####:  671:      state->numBuys++;
        -:  672:
        -:  673:      //Each other player draws a card
    #####:  674:      for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  675:	{
    #####:  676:	  if ( i != currentPlayer )
branch  0 never executed
branch  1 never executed
        -:  677:	    {
    #####:  678:	      drawCard(i, state);
    #####:  679:	    }
    #####:  680:	}
        -:  681:
        -:  682:      //put played card in played card pile
    #####:  683:      discardCard(handPos, currentPlayer, state, 0);
        -:  684:
    #####:  685:      return 0;
        -:  686:
        -:  687:    case feast:
        -:  688:      //gain card with cost up to 5
        -:  689:      //Backup hand
    #####:  690:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  691:	temphand[i] = state->hand[currentPlayer][i];//Backup card
    #####:  692:	state->hand[currentPlayer][i] = -1;//Set to nothing
    #####:  693:      }
        -:  694:      //Backup hand
        -:  695:
        -:  696:      //Update Coins for Buy
    #####:  697:      updateCoins(currentPlayer, state, 5);
    #####:  698:      x = 1;//Condition to loop on
    #####:  699:      while( x == 1) {//Buy one card
branch  0 never executed
branch  1 never executed
    #####:  700:	if (supplyCount(choice1, state) <= 0){
branch  0 never executed
branch  1 never executed
        -:  701:	  if (DEBUG)
        -:  702:	    printf("None of that card left, sorry!\n");
        -:  703:
        -:  704:	  if (DEBUG){
        -:  705:	    printf("Cards Left: %d\n", supplyCount(choice1, state));
        -:  706:	  }
    #####:  707:	}
    #####:  708:	else if (state->coins < getCost(choice1)){
branch  0 never executed
branch  1 never executed
    #####:  709:	  printf("That card is too expensive!\n");
        -:  710:
        -:  711:	  if (DEBUG){
        -:  712:	    printf("Coins: %d < %d\n", state->coins, getCost(choice1));
        -:  713:	  }
    #####:  714:	}
        -:  715:	else{
        -:  716:
        -:  717:	  if (DEBUG){
        -:  718:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  719:	  }
        -:  720:
    #####:  721:	  gainCard(choice1, state, 0, currentPlayer);//Gain the card
    #####:  722:	  x = 0;//No more buying cards
        -:  723:
        -:  724:	  if (DEBUG){
        -:  725:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  726:	  }
        -:  727:
        -:  728:	}
        -:  729:      }
        -:  730:
        -:  731:      //Reset Hand
    #####:  732:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  733:	state->hand[currentPlayer][i] = temphand[i];
    #####:  734:	temphand[i] = -1;
    #####:  735:      }
        -:  736:      //Reset Hand
        -:  737:
    #####:  738:      return 0;
        -:  739:
        -:  740:    case gardens:
    #####:  741:      return -1;
        -:  742:
        -:  743:    case mine:
    #####:  744:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  745:
    #####:  746:      if (state->hand[currentPlayer][choice1] < copper || state->hand[currentPlayer][choice1] > gold)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  747:	{
    #####:  748:	  return -1;
        -:  749:	}
        -:  750:
    #####:  751:      if (choice2 > treasure_map || choice2 < curse)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  752:	{
    #####:  753:	  return -1;
        -:  754:	}
        -:  755:
    #####:  756:      if ( (getCost(state->hand[currentPlayer][choice1]) + 3) > getCost(choice2) )
branch  0 never executed
branch  1 never executed
        -:  757:	{
    #####:  758:	  return -1;
        -:  759:	}
        -:  760:
    #####:  761:      gainCard(choice2, state, 2, currentPlayer);
        -:  762:
        -:  763:      //discard card from hand
    #####:  764:      discardCard(handPos, currentPlayer, state, 0);
        -:  765:
        -:  766:      //discard trashed card
    #####:  767:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  768:	{
    #####:  769:	  if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  770:	    {
    #####:  771:	      discardCard(i, currentPlayer, state, 0);
    #####:  772:	      break;
        -:  773:	    }
    #####:  774:	}
        -:  775:
    #####:  776:      return 0;
        -:  777:
        -:  778:    case remodel:
    #####:  779:      if(playRemodel(state, currentPlayer, handPos, choice1, choice2) == -1) {
branch  0 never executed
branch  1 never executed
    #####:  780:        return -1;
        -:  781:      }
        -:  782:
    #####:  783:      return 0;
        -:  784:
        -:  785:    case smithy:
        -:  786:      // Play smithy.
     1000:  787:      playSmithy(state, currentPlayer, handPos);
     1000:  788:      return 0;
        -:  789:
        -:  790:    case village:
    #####:  791:      playVillage(state, currentPlayer, handPos);
    #####:  792:      return 0;
        -:  793:
        -:  794:    case baron:
    #####:  795:      state->numBuys++;//Increase buys by 1!
    #####:  796:      if (choice1 > 0){//Boolean true or going to discard an estate
branch  0 never executed
branch  1 never executed
    #####:  797:	int p = 0;//Iterator for hand!
    #####:  798:	int card_not_discarded = 1;//Flag for discard set!
    #####:  799:	while(card_not_discarded){
branch  0 never executed
branch  1 never executed
    #####:  800:	  if (state->hand[currentPlayer][p] == estate){//Found an estate card!
branch  0 never executed
branch  1 never executed
    #####:  801:	    state->coins += 4;//Add 4 coins to the amount of coins
    #####:  802:	    state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####:  803:	    state->discardCount[currentPlayer]++;
    #####:  804:	    for (;p < state->handCount[currentPlayer]; p++){
branch  0 never executed
branch  1 never executed
    #####:  805:	      state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
    #####:  806:	    }
    #####:  807:	    state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####:  808:	    state->handCount[currentPlayer]--;
    #####:  809:	    card_not_discarded = 0;//Exit the loop
    #####:  810:	  }
    #####:  811:	  else if (p > state->handCount[currentPlayer]){
branch  0 never executed
branch  1 never executed
        -:  812:	    if(DEBUG) {
        -:  813:	      printf("No estate cards in your hand, invalid choice\n");
        -:  814:	      printf("Must gain an estate if there are any\n");
        -:  815:	    }
    #####:  816:	    if (supplyCount(estate, state) > 0){
branch  0 never executed
branch  1 never executed
    #####:  817:	      gainCard(estate, state, 0, currentPlayer);
    #####:  818:	      state->supplyCount[estate]--;//Decrement estates
    #####:  819:	      if (supplyCount(estate, state) == 0){
branch  0 never executed
branch  1 never executed
    #####:  820:		isGameOver(state);
    #####:  821:	      }
    #####:  822:	    }
    #####:  823:	    card_not_discarded = 0;//Exit the loop
    #####:  824:	  }
        -:  825:
        -:  826:	  else{
    #####:  827:	    p++;//Next card
        -:  828:	  }
        -:  829:	}
    #####:  830:      }
        -:  831:
        -:  832:      else{
    #####:  833:	if (supplyCount(estate, state) > 0){
branch  0 never executed
branch  1 never executed
    #####:  834:	  gainCard(estate, state, 0, currentPlayer);//Gain an estate
    #####:  835:	  state->supplyCount[estate]--;//Decrement Estates
    #####:  836:	  if (supplyCount(estate, state) == 0){
branch  0 never executed
branch  1 never executed
    #####:  837:	    isGameOver(state);
    #####:  838:	  }
    #####:  839:	}
        -:  840:      }
        -:  841:
        -:  842:
    #####:  843:      return 0;
        -:  844:
        -:  845:    case great_hall:
    #####:  846:      playGreatHall(state, currentPlayer, handPos);
    #####:  847:      return 0;
        -:  848:
        -:  849:    case minion:
        -:  850:      //+1 action
    #####:  851:      state->numActions++;
        -:  852:
        -:  853:      //discard card from hand
    #####:  854:      discardCard(handPos, currentPlayer, state, 0);
        -:  855:
    #####:  856:      if (choice1)		//+2 coins
branch  0 never executed
branch  1 never executed
        -:  857:	{
    #####:  858:	  state->coins = state->coins + 2;
    #####:  859:	}
        -:  860:
    #####:  861:      else if (choice2)		//discard hand, redraw 4, other players with 5+ cards discard hand and draw 4
branch  0 never executed
branch  1 never executed
        -:  862:	{
        -:  863:	  //discard hand
    #####:  864:	  while(numHandCards(state) > 0)
branch  0 never executed
branch  1 never executed
        -:  865:	    {
    #####:  866:	      discardCard(handPos, currentPlayer, state, 0);
        -:  867:	    }
        -:  868:
        -:  869:	  //draw 4
    #####:  870:	  for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -:  871:	    {
    #####:  872:	      drawCard(currentPlayer, state);
    #####:  873:	    }
        -:  874:
        -:  875:	  //other players discard hand and redraw if hand size > 4
    #####:  876:	  for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  877:	    {
    #####:  878:	      if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -:  879:		{
    #####:  880:		  if ( state->handCount[i] > 4 )
branch  0 never executed
branch  1 never executed
        -:  881:		    {
        -:  882:		      //discard hand
    #####:  883:		      while( state->handCount[i] > 0 )
branch  0 never executed
branch  1 never executed
        -:  884:			{
    #####:  885:			  discardCard(handPos, i, state, 0);
        -:  886:			}
        -:  887:
        -:  888:		      //draw 4
    #####:  889:		      for (j = 0; j < 4; j++)
branch  0 never executed
branch  1 never executed
        -:  890:			{
    #####:  891:			  drawCard(i, state);
    #####:  892:			}
    #####:  893:		    }
    #####:  894:		}
    #####:  895:	    }
        -:  896:
    #####:  897:	}
    #####:  898:      return 0;
        -:  899:
        -:  900:    case steward:
    #####:  901:      if (choice1 == 1)
branch  0 never executed
branch  1 never executed
        -:  902:	{
        -:  903:	  //+2 cards
    #####:  904:	  drawCard(currentPlayer, state);
    #####:  905:	  drawCard(currentPlayer, state);
    #####:  906:	}
    #####:  907:      else if (choice1 == 2)
branch  0 never executed
branch  1 never executed
        -:  908:	{
        -:  909:	  //+2 coins
    #####:  910:	  state->coins = state->coins + 2;
    #####:  911:	}
        -:  912:      else
        -:  913:	{
        -:  914:	  //trash 2 cards in hand
    #####:  915:	  discardCard(choice2, currentPlayer, state, 1);
    #####:  916:	  discardCard(choice3, currentPlayer, state, 1);
        -:  917:	}
        -:  918:
        -:  919:      //discard card from hand
    #####:  920:      discardCard(handPos, currentPlayer, state, 0);
    #####:  921:      return 0;
        -:  922:
        -:  923:    case tribute:
    #####:  924:      if ((state->discardCount[nextPlayer] + state->deckCount[nextPlayer]) <= 1){
branch  0 never executed
branch  1 never executed
    #####:  925:	if (state->deckCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####:  926:	  tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  927:	  state->deckCount[nextPlayer]--;
    #####:  928:	}
    #####:  929:	else if (state->discardCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####:  930:	  tributeRevealedCards[0] = state->discard[nextPlayer][state->discardCount[nextPlayer]-1];
    #####:  931:	  state->discardCount[nextPlayer]--;
    #####:  932:	}
        -:  933:	else{
        -:  934:	  //No Card to Reveal
        -:  935:	  if (DEBUG){
        -:  936:	    printf("No cards to reveal\n");
        -:  937:	  }
        -:  938:	}
    #####:  939:      }
        -:  940:
        -:  941:      else{
    #####:  942:	if (state->deckCount[nextPlayer] == 0){
branch  0 never executed
branch  1 never executed
    #####:  943:	  for (i = 0; i < state->discardCount[nextPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  944:	    state->deck[nextPlayer][i] = state->discard[nextPlayer][i];//Move to deck
    #####:  945:	    state->deckCount[nextPlayer]++;
    #####:  946:	    state->discard[nextPlayer][i] = -1;
    #####:  947:	    state->discardCount[nextPlayer]--;
    #####:  948:	  }
        -:  949:
    #####:  950:	  shuffle(nextPlayer,state);//Shuffle the deck
    #####:  951:	}
    #####:  952:	tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  953:	state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  954:	state->deckCount[nextPlayer]--;
    #####:  955:	tributeRevealedCards[1] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  956:	state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  957:	state->deckCount[nextPlayer]--;
        -:  958:      }
        -:  959:
    #####:  960:      if (tributeRevealedCards[0] == tributeRevealedCards[1]){//If we have a duplicate card, just drop one
branch  0 never executed
branch  1 never executed
    #####:  961:	state->playedCards[state->playedCardCount] = tributeRevealedCards[1];
    #####:  962:	state->playedCardCount++;
    #####:  963:	tributeRevealedCards[1] = -1;
    #####:  964:      }
        -:  965:
    #####:  966:      for (i = 0; i <= 2; i ++){
branch  0 never executed
branch  1 never executed
    #####:  967:	if (tributeRevealedCards[i] == copper || tributeRevealedCards[i] == silver || tributeRevealedCards[i] == gold){//Treasure cards
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
    #####:  968:	  state->coins += 2;
    #####:  969:	}
        -:  970:
    #####:  971:	else if (tributeRevealedCards[i] == estate || tributeRevealedCards[i] == duchy || tributeRevealedCards[i] == province || tributeRevealedCards[i] == gardens || tributeRevealedCards[i] == great_hall){//Victory Card Found
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
    #####:  972:	  drawCard(currentPlayer, state);
    #####:  973:	  drawCard(currentPlayer, state);
    #####:  974:	}
        -:  975:	else{//Action Card
    #####:  976:	  state->numActions = state->numActions + 2;
        -:  977:	}
    #####:  978:      }
        -:  979:
    #####:  980:      return 0;
        -:  981:
        -:  982:    case ambassador:
    #####:  983:      j = 0;		//used to check if player has enough cards to discard
        -:  984:
    #####:  985:      if (choice2 > 2 || choice2 < 0)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  986:	{
    #####:  987:	  return -1;
        -:  988:	}
        -:  989:
    #####:  990:      if (choice1 == handPos)
branch  0 never executed
branch  1 never executed
        -:  991:	{
    #####:  992:	  return -1;
        -:  993:	}
        -:  994:
    #####:  995:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  996:	{
    #####:  997:	  if (i != handPos && i == state->hand[currentPlayer][choice1] && i != choice1)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
        -:  998:	    {
    #####:  999:	      j++;
    #####: 1000:	    }
    #####: 1001:	}
    #####: 1002:      if (j < choice2)
branch  0 never executed
branch  1 never executed
        -: 1003:	{
    #####: 1004:	  return -1;
        -: 1005:	}
        -: 1006:
        -: 1007:      if (DEBUG)
        -: 1008:	printf("Player %d reveals card number: %d\n", currentPlayer, state->hand[currentPlayer][choice1]);
        -: 1009:
        -: 1010:      //increase supply count for choosen card by amount being discarded
